Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Category,GTIN,Square Online Item Visibility,Item Type,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Archived,Skip Detail Screen in POS,Default Unit Cost,Current Quantity MacGillivray LLC,Stock Alert Enabled MacGillivray LLC,Stock Alert Count MacGillivray LLC,Modifier Set - Woven Basket,Tax - Sales Tax (6.25%)
#mezze-bread-regular,6332UAMNV3FMBNM3XUGPLBC7,Mezze Bread,Regular,NA,NA,NA,FOOD,NA,unavailable,Physical good,N,N,N,N,10.00,N,N,NA,-85,NA,NA,N,N
#michel-chapoutier-domaine-de-bila-haut-rouge-syrah--regular,UVBWPAPSPT3YXFJXYDOMBUK6,Michel Chapoutier Domaine De Bila-Haut Rouge Syrah\,Regular,NA,369055Q,"Bin 86
This wine is one of France's great red values, no matter the vintage. The grapes come from older vines in the South of France where values can be found. Chapoutier loves this region because he can make wines that rival Rhone selections, for a fraction of the price. This wine has been on countless top one hundred lists for more than ten years.
Pair with roasted chicken, pork loin, or Mexican food

Grenache and Syrah
Roussillon, France",Wine,810047050032,visible,Prepared food and beverage,N,N,N,Y,16.00,N,N,9.33,20,Y,5,N,N
#michel-chapoutier-domaine-de-bila-haut-blanc-grenache-blanc-roussane-macabeu-vermentino--regular,YTC42ISPD4CLC7X3TVZIA2NU,Michel Chapoutier Domaine de Bila-Haut Blanc (Grenache Blanc/Roussane/Macabeu/Vermentino),Regular,NA,NA,"Bin 144
Michel Chapoutier is one of the most esteemed winemakers in the Rhône Valley region of France, and his Domaine de Bila-Haut Blanc is a true masterpiece.
This wine is a blend of Grenache Blanc, Roussanne, Macabeu, and Vermentino grapes, each carefully selected and blended to create a wine that's both complex and balanced. When you take a sip, you'll be greeted with flavors of ripe pear, honeydew melon, and a hint of citrus, with a subtle herbal note that adds a touch of complexity.
The grapes for this wine are grown in the Languedoc-Roussillon region of France, which is known for its warm climate and stunning landscapes. And let's be honest - who doesn't love a good French wine? But Michel Chapoutier's Domaine de Bila-Haut Blanc is not your typical French wine. It's like the cool, trendy friend who's always up for trying something new and exciting.
What really sets this wine apart is the attention to detail that goes into every bottle. Michel Chapoutier is known for his dedication to biodynamic farming",Wine,810047050025,visible,Prepared food and beverage,N,N,N,Y,16.00,N,N,8.66,33,Y,12,N,N
#micro-cilantro-regular,SN6K4L3VGVNSCIVAONOA2NTZ,Micro Cilantro,Regular,NA,NA,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,5.00,N,NA,3,0,NA,NA,N,N
#micro-flat-regular,4DIE7S3Q7JWV4YSYGWLLHVRS,Micro Flat,Regular,NA,NA,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,5.00,N,NA,NA,0,NA,NA,N,N
#microgreens-power-salad-regular,WXIGLLX3PPVZJMPONU4ZEING,Microgreens Power Salad,Regular,NA,5661819,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,7.00,N,NA,3.5,0,NA,NA,N,N
#midrash-black-label-st-croix--regular,G532663VKNVGDSQWLFRDOMS7,Midrash 'Black Label' (St. Croix),Regular,NA,MIDRASH6,"Midrash 'Black Label' is a bold and complex red wine that is a true masterpiece of winemaking. This wine is made by the Israeli winemaker, David Bar-Ilan, who is known for his dedication to quality and his passion for creating wines that are truly exceptional.
The grapes used in this wine are St. Croix, which is a red grape variety that is commonly grown in Israel. When you take a sip of this wine, you'll be greeted with rich flavors of dark fruit, including blackberries, black cherries, and a hint of blackcurrant. These flavors are complemented by a subtle spice note that adds a touch of complexity to the wine.
What really sets this wine apart is the attention to detail that goes into every bottle. David Bar-Ilan is known for his commitment to sustainable farming practices, which help to ensure the health and vitality of the vineyards. This approach is reflected in the wine's vibrant and lively flavors, which are a testament to the quality of the grapes and the care that goes into every step of the winemakin",Wine,NA,visible,Prepared food and beverage,NA,NA,N,Y,24.00,N,N,16.66,0,N,5,N,N
#milenrama-reserva-regular,RRS6UUMSQLQP3R7GE24VWYRW,Milenrama Reserva,Regular,NA,NA,Bin 100,Wine,8436024068603,unavailable,Physical good,N,N,N,N,16.00,Y,N,10.66,0,Y,5,N,N
#milenrama-tempranillo-regular,6D2LUTGV4LI7LJTKMBGX76ZP,Milenrama Tempranillo,Regular,NA,8436024068009,Bin 100,Wine,NA,visible,Prepared food and beverage,N,N,N,Y,16.00,N,N,7.33,64,Y,24,N,N
#mina-preserved-lemons-regular,6AT6UDM2NCVS235HKGSDNQ2H,Mina - Preserved Lemons,Regular,NA,NA,NA,FOOD,852955007098,visible,Prepared food and beverage,NA,NA,NA,NA,7.00,N,NA,2.9,2,NA,NA,N,N
#mina-caperberries-large-jar-regular,SOANSY6F57VLSIVLCKYIPM3F,Mina Caperberries - Large Jar,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,12.00,N,NA,6.25,9,NA,NA,N,N
#mina-dry-cured-black-beldi-olives-regular,UGGVIH2TX7X4ALR6JPDRAI6B,Mina Dry Cured Black Beldi Olives,Regular,NA,NA,NA,FOOD,852955007128,visible,Prepared food and beverage,NA,NA,Y,Y,5.00,N,N,2.5,0,NA,NA,N,N
#mina-harissa-spicy-regular,HALBXX34W246W2CRVM77AVUO,Mina Harissa - Spicy,Regular,NA,NA,NA,FOOD,852955007050,visible,Prepared food and beverage,NA,NA,N,Y,7.00,N,N,4.8,2,NA,NA,N,N
#mina-moraccan-olive-mix-regular,JTV36HIRVPUHGHULMDZ7GWWL,Mina Moraccan Olive Mix,Regular,NA,852955007562,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,5.00,N,N,2.5,5,Y,6,N,N
#mina-moroccan-black-olive-spread-regular,RA6HEOMDOZ5KOA7FBRTAFPFC,Mina Moroccan Black Olive Spread,Regular,NA,852955007470,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,6.00,N,N,2.75,10,Y,6,N,N
#mina-moroccan-extra-virgin-olive-oil-regular,3I3UHKO4MFWHUGWB7PCYZCFX,Mina Moroccan Extra Virgin Olive Oil,Regular,NA,852955007241,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,9.00,N,N,4.95,0,Y,6,N,N
#mina-moroccan-pitted-green-olives-regular,W4IPQRTL2TYFNK7SMKZSTRGS,Mina Moroccan Pitted Green Olives,Regular,NA,NA,NA,FOOD,852955007111,visible,Prepared food and beverage,N,N,N,Y,5.00,N,N,2.5,3,NA,NA,N,N
#mina-moroccan-purple-beldi-olives-regular,66YVYPKZCKUVWUETGSXC5KVV,Mina Moroccan Purple Beldi Olives,Regular,NA,852955007135,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,6.00,N,N,2.5,4,Y,6,N,N
#mina-moroccan-spicy-olive-mix-regular,SUIKTJSAELUFNFO2Q7UTXTJZ,Mina Moroccan Spicy Olive Mix,Regular,NA,852955007579,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,5.00,N,N,2.5,0,Y,6,N,N
#mina-non-pareil-capers-regular,GBRCDC4UV5VOEPBXV5OGBLHA,Mina Non-Pareil Capers,Regular,NA,NA,NA,FOOD,852955007388,visible,Prepared food and beverage,NA,NA,N,Y,5.00,N,N,2.75,2,NA,NA,N,N
#mina-spicy-pitted-olive-mix-12-5-oz-regular,NIHRYXGKV5GOCG6GRRSPBGPG,"Mina Spicy Pitted Olive Mix, 12.5 Oz",Regular,NA,NA,NA,FOOD,852955007685,visible,Prepared food and beverage,NA,NA,NA,NA,5.00,N,NA,2.5,5,NA,NA,N,N
#minerva-pat-atum-tuna--regular,GY24ZECTK6HCXVLCKO3GWDXD,Minerva Patê Atum (Tuna),Regular,NA,5606677106011,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,Y,Y,6.00,N,N,3.99,6,NA,NA,N,N
#minerva-pat-de-atum-picante-regular,7NMRSXKOBUTXKTDTOLSZEX2Y,Minerva Patê De Atum Picante,Regular,NA,5606677106080,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,Y,Y,7.00,N,N,3,8,NA,NA,N,N
#minerva-pat-de-cavala-mackerel--regular,N64C3DW7FIS27QICAVWSBFOM,Minerva Patê De Cavala (Mackerel),Regular,NA,5606677106103,NA,Tinned Fish,NA,NA,Physical good,NA,NA,NA,NA,6.00,N,NA,1.54,8,NA,NA,N,N
#minerva-petingas-small-sardinhas-in-olive-oil-regular,CWLNDNT4BDLOBYZFJTGKK2A7,Minerva Petingas (Small Sardinhas) In Olive Oil,Regular,NA,5606677001668,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,7.00,N,N,2.51,6,Y,5,N,N
#minerva-salm-o-regular,WXQXSQJHIEU5CX63P6JGK3IG,Minerva Salmão,Regular,NA,5606677000517,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,9.00,N,N,3.27,-11,Y,5,N,N
#minerva-spiced-mackerel-pat--regular,4XP6W6LSAUXZISQQYMBQMI6V,Minerva Spiced Mackerel Paté,Regular,NA,5606677106127,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.00,N,NA,3.99,1,NA,NA,N,N
#minerva-spicy-sardine-pat--regular,JFOS6TBEZPXAYQGGK6CCNRVN,Minerva Spicy Sardine Paté,Regular,NA,NA,NA,Tinned Fish,5606677106066,visible,Prepared food and beverage,NA,NA,NA,NA,7.00,N,NA,3.99,1,NA,NA,N,N
#minerva-tuna-ventresca-tuna-belly-in-olive-oil-regular,AC6D4L7HSWRXRADPHIXF2YLX,Minerva Tuna Ventresca (Tuna Belly) In Olive Oil,Regular,NA,5606677100279,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,15.00,N,N,10.39,0,NA,NA,N,N
#mionetto-alcohol-removed-sparkling-wine-regular,7LJRBU23K6AWRYLNOV5GRWHH,Mionetto Alcohol Removed Sparkling Wine,Regular,NA,NA,Bin 141,NA,816253012628,visible,Prepared food and beverage,N,N,N,N,21.00,N,N,13.34,16,NA,NA,N,N
#miss-can-filetes-de-cavala-regular,LJVZTQVHZEPJGNVKBASA7XTK,Miss Can Filetes De Cavala,Regular,NA,5600725312126,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,18.00,N,N,8.72,-1,Y,5,N,N
#miss-can-mackerel-fillets-in-olive-oil-regular,R3ZIGSXMQMBDOLPA7R6SYDAO,Miss Can Mackerel Fillets In Olive Oil,Regular,NA,5600725312065,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,17.00,N,N,7.89,0,Y,5,N,N
#miss-can-mackerel-fillets-in-olive-oil-curry-chilli-pepper-regular,FPBXYDHURV5Q5GUQPHGWUVE3,"Miss Can Mackerel Fillets In Olive Oil, Curry & Chilli Pepper",Regular,NA,5600725312362,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,18.00,N,N,8.72,1,Y,5,N,N
#miss-can-tuna-fillets-in-tomato-sauce-regular,GXOHFWCBNPJII3U7B6Q7SO2X,Miss Can Tuna Fillets In Tomato Sauce,Regular,NA,5600725312133,NA,Tinned Fish,NA,unavailable,Physical good,N,N,N,N,18.00,N,N,8.39,0,Y,5,N,N
#mitica-almonds-marcona-prepacked-regular,REZM3CL6WLBUHR45EVHMHHFW,"Mitica, Almonds Marcona Prepacked",Regular,NA,NA,NA,FOOD,825325690596,hidden,Prepared food and beverage,NA,NA,N,Y,7.00,N,N,4.58,0,Y,6,N,N
#modelo-especial--regular,GS5S4JAEBKWOMWQGIXEO74ZA,Modelo Especial,Regular,NA,NA,NA,Beer,080660957654,unavailable,Prepared food and beverage,N,N,N,N,12.00,N,N,8.88,0,NA,NA,N,N
#modernism-czech-style-dark-lager-regular,GWBASF3Q3UB2AEN3WG3WPRHH,Modernism - Czech-Style Dark Lager,Regular,NA,4846949,NA,Beer,762876655745,hidden,Prepared food and beverage,N,NA,NA,Y,15.00,N,N,10.67,0,N,2,N,N
#monday-zero-alcohol-gin-regular,Z6LNLHEUIIER3JMDA2SCSDVS,Monday Zero Alcohol Gin,Regular,NA,NA,NA,Alcohol-Free,860003126707,visible,Physical good,NA,NA,NA,NA,35.00,N,NA,24,4,NA,NA,N,N
#monday-zero-alcohol-mezcal--regular,JTUS3WD6WZDXLJIXIWBK7WPG,Monday Zero Alcohol Mezcal,Regular,NA,NA,NA,Alcohol-Free,860003126776,visible,Physical good,NA,NA,NA,NA,37.00,N,NA,25,6,NA,NA,N,N
#monday-zero-alcohol-whiskey--regular,UORDLCUMSQILJOQIMHNBIPTN,Monday Zero Alcohol Whiskey,Regular,NA,NA,NA,Alcohol-Free,860003126714,visible,Physical good,NA,NA,NA,NA,40.00,N,NA,27,6,NA,NA,N,N
#monte-bernardi-chianti-classico-riserva-regular,NYK2UBEAEAH4OKPUKCAR2HRG,Monte Bernardi Chianti Classico Riserva,Regular,NA,monte,NA,Red,NA,visible,Prepared food and beverage,N,N,N,N,32.00,N,N,23,10,NA,NA,N,N
#monte-bernardi-sangio-chianti-classico-regular,22LRQCZMPA7T7WSACP66N752,Monte Bernardi Sangio Chianti Classico,Regular,NA,NA,Bin 239,Wine,8057457880114,unavailable,Prepared food and beverage,N,N,N,N,25.00,N,N,16.5,0,NA,NA,N,N
#motif-nostaligic-vibes-peppermint-sugar-free-mints-regular,ZKJFZDGHB27ZWQZV5CWOLSU4,Motif Nostaligic Vibes Peppermint Sugar Free Mints,Regular,NA,887134001666,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,6.00,N,NA,3,24,NA,NA,N,N
#mousse-of-foie-gras-regular,3B3N3HXCRITH2JYLNUJVKTIN,Mousse Of Foie Gras,Regular,NA,736622000271,NA,FOOD,736622000271,visible,Prepared food and beverage,NA,NA,NA,NA,30.00,N,NA,20.9,0,NA,NA,N,N
#mug-regular,RTPPLQK35O7MDQDFCPSW6NFT,Mug,Regular,NA,G041687,NA,Pottery,NA,visible,Prepared food and beverage,N,N,N,Y,40.00,N,N,20,3,NA,NA,N,Y
#mulderbosch-red-blend-faithful-hound-regular,FB7WKMVRR7B3OTT2CFH5FL3M,Mulderbosch Red Blend Faithful Hound,Regular,NA,NA,Bin 174,Wine,6009803564119,visible,Prepared food and beverage,N,N,Y,Y,24.00,N,N,17.34,11,Y,12,N,N
#mulled-wine-mix-regular,RPTS4WDNTSXY3NIVCU2NTF7D,Mulled Wine Mix,Regular,NA,MWS,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,9.00,N,NA,5,5,NA,NA,N,N
#mura-mura-barbaresco-regular,CGQXGWQX7B6TV4FOEF6C2PJU,Mura mura Barbaresco,Regular,NA,muramura,bin 133,Wine,NA,unavailable,Physical good,N,N,N,N,90.00,N,N,59,4,NA,NA,N,N
#muri-nuala-regular,HG3U2OHBDOUMDEGO4RYEBBTV,Muri Nuala,Regular,NA,NA,NA,Alcohol-Free,664841104602,visible,Prepared food and beverage,NA,NA,N,Y,32.00,N,N,20,0,N,4,N,N
#muri-passing-clouds-regular,MGY2ZZIJ3FFMTZLDRZSQXU2V,Muri Passing Clouds,Regular,NA,NA,NA,Alcohol-Free,664841104619,visible,Prepared food and beverage,NA,NA,N,Y,32.00,N,N,23.33,0,N,4,N,N
#muri-yamile-regular,NKSPKGUAEUURC26KRTQ2MFT5,Muri Yamile,Regular,NA,4329499,NA,Alcohol-Free,664841104626,visible,Prepared food and beverage,NA,NA,N,Y,32.00,N,N,22,0,N,4,N,N
#musco-food-merro-anchovies-regular,YYY5VCXCGB6FPJBBYL64AVQQ,Musco Food Merro anchovies,Regular,NA,NA,NA,Tinned Fish,044963390129,visible,Prepared food and beverage,NA,NA,NA,NA,11.00,N,NA,7.6,0,NA,NA,N,N
#mussels-in-galician-vinegar-marinade-regular,QORR2TY6YZ6HOPHQ72EAYAMJ,Mussels In Galician Vinegar Marinade,Regular,NA,8437020885041,NA,Tinned Fish,8437020885041,hidden,Prepared food and beverage,NA,NA,NA,Y,10.00,N,N,5.18,0,Y,6,N,N
#narrow-vase-regular,AXJANPJ52Y62Z6DVFEYQ2NQV,Narrow Vase,Regular,NA,VASENRRW,NA,Pottery,NA,unavailable,Physical good,N,N,N,N,85.00,N,N,42.5,0,NA,NA,N,Y
#natalya-felted-egg-regular,5H2Y5MA3AZL4X4D36OPU2FWI,Natalya Felted Egg,Regular,NA,NFE,NA,Art,NA,visible,Physical good,NA,NA,NA,NA,30.00,N,NA,24,3,NA,NA,N,Y
#navy-l-regular,S2DHAYGMWBQFV4RMLUFVTDTB,Navy L,Regular,NA,T837228,NA,Apparel,NA,visible,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,3,NA,NA,N,Y
#navy-m-regular,TJVAEUCG277IQRAEQHP4FUPD,Navy M,Regular,NA,NA,NA,Apparel,NA,visible,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,4,NA,NA,N,Y
#navy-s-regular,HBGK5VS6YF5OHQQHAWJRJAIY,Navy S,Regular,NA,9200122,NA,Apparel,NA,visible,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,4,NA,NA,N,Y
#navy-xl-regular,ZVTPHINMNAYY67FILTNDTUWT,Navy XL,Regular,NA,NA,NA,Apparel,NA,visible,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,1,NA,NA,N,Y
#navy-xs-regular,QDZXGRE6Q7WPIUZPUPGS3WK2,Navy XS,Regular,NA,NA,NA,Apparel,NA,visible,Prepared food and beverage,NA,NA,NA,Y,59.00,N,NA,NA,1,NA,NA,N,Y
#nazarena-boneless-and-skinless-sardines-in-olive-oil-regular,SHFTQNYWRH33DBZF3JWAQ7T4,Nazarena Boneless And Skinless Sardines In Olive Oil,Regular,NA,5601943002523,NA,Tinned Fish,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,9.00,N,N,6.39,0,NA,NA,N,N
#nebuleuse-ardennaise-163-regular,TJJOIABDKP2CPYNVQLK3KZWZ,Nebuleuse Ardennaise 163,Regular,NA,NA,Bin 265,Wine,015643745102,visible,Prepared food and beverage,N,N,Y,Y,19.00,N,N,13.33,21,Y,5,N,N
#negro-angelo-figli-unfiltered-arneis-vino-bianco-regular,H5E7K5OOC3ED5FSGTJGJNYWT,Negro Angelo & Figli Unfiltered Arneis Vino Bianco,Regular,NA,672321000283,Bin 168,Wine,672321000283,visible,Prepared food and beverage,N,N,N,N,21.00,N,N,12,17,NA,NA,N,N
#nerello-mascalese-rosato-ayunta--,6DBXTTSFOS4DZWDKPHSQERXA,Nerello Mascalese Rosato (Ayunta),NA,NA,NA,Bin 195,Wine,NA,visible,Prepared food and beverage,Y,N,N,N,22.00,N,N,14.66,34,Y,5,N,N
#nero-di-cio-lambrusco-regular,DDLJW4KGNVLRTKBXKIIDOZ6T,Nero di Cio Lambrusco,Regular,NA,716146175006,Bin 111,Wine,716146175006,visible,Prepared food and beverage,N,N,Y,Y,21.00,N,N,12.73,0,Y,6,N,N
#nesting-plate-large-regular,YQPKRRIO3ZSV5FAFZK4WPWX5,Nesting Plate - Large,Regular,NA,NA,NA,Pottery,NA,hidden,Prepared food and beverage,Y,NA,NA,Y,35.00,N,NA,17,-1,NA,NA,N,Y
#nesting-plate-medium-regular,73HE7FSYD5BKTAC5IXREDQAL,Nesting Plate - Medium,Regular,NA,NA,NA,Pottery,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,30.00,N,NA,15,-2,NA,NA,N,Y
#nesting-plate-small-regular,KIF6LP3TPVZOOA3Y62FFDAJA,Nesting Plate - Small,Regular,NA,NA,NA,Pottery,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,25.00,N,NA,12.5,-1,NA,NA,N,Y
#nettle-meadow-creamery-fromage-blanc-with-honey-lavender-regular,5YEVUXTZ4R2KIV5CERZRRAYH,Nettle Meadow Creamery Fromage Blanc with Honey Lavender,Regular,NA,892838002062,NA,FOOD,892838002062,hidden,Prepared food and beverage,N,N,Y,Y,9.00,N,N,5.86,12,NA,NA,N,N
#nettle-meadow-farm-chevre-pumpkin-spice-regular,QLZZNDGQ2WSYEHFRFDDOXMDW,"Nettle Meadow Farm, Chevre Pumpkin Spice",Regular,NA,NA,NA,FOOD,892838002116,NA,Prepared food and beverage,NA,NA,NA,NA,7.00,N,NA,5.25,0,NA,NA,N,N
#nettle-meadow-farm-kunik-mini-organic-regular,E3TJWQ6BKWJ2NI3A4ICUZEMF,"Nettle Meadow Farm, Kunik Mini Organic",Regular,NA,892838002208,NA,FOOD,892838002208,visible,Prepared food and beverage,N,N,N,Y,11.00,N,N,6.47,5,Y,6,N,N
#nettle-meadow-horseradish-chevre-regular,EQKZDHTKRNJDQTOCZD7SVXUW,Nettle Meadow Horseradish Chevre,Regular,NA,892838002048,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,7.00,N,N,4.53,0,Y,4,N,N
#new-england-charcuterie-bourbon-and-bacon-salami-5-ounce--regular,X7ALNP24KLTZE3T34NS7WD4O,New England Charcuterie Bourbon and Bacon Salami (5 Ounce),Regular,NA,NA,NA,FOOD,816746020079,visible,Prepared food and beverage,NA,NA,NA,NA,10.00,N,NA,5.75,0,NA,NA,N,N
#new-england-lager-regular,U5HXZZKEOMN7HXPTI422A6OA,New England Lager,Regular,NA,NA,NA,Beer,704563201514,visible,Prepared food and beverage,NA,NA,Y,Y,14.00,N,N,9.17,1,N,0,N,N
#nimbus-regular,5JFAYKYSFIJ4NPBZKVQAVEFB,Nimbus,Regular,NA,NA,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,NA,15.00,N,NA,9.94,0,NA,NA,N,N
#noise-complaint-double-ipa-regular,SLF23QGKK577O3ZMB6F4F7FO,Noise Complaint - Double IPA,Regular,NA,722208314177,NA,Beer,NA,visible,Prepared food and beverage,NA,NA,NA,NA,21.00,N,NA,15,0,NA,NA,N,N
#nordertor-northern-german-style-pilsner-4-pack-cans-regular,33W3ORKK722ZYPBEFCBGEWHJ,Nordertor - Northern German-Style Pilsner 4 Pack Cans,Regular,NA,393454A,NA,Beer,806102996346,hidden,Prepared food and beverage,NA,NA,NA,Y,15.00,N,N,11.02,0,N,2,N,N
#north-country-smokehouse-smoked-pork-bacon-regular,PP7CMH2BSMYI6C3UGD7S3RIE,"North Country Smokehouse, Smoked Pork Bacon",Regular,NA,NA,NA,FOOD,791545210169,visible,Prepared food and beverage,NA,NA,NA,NA,14.00,N,NA,7.19,0,NA,NA,N,N
#north-country-thick-cut-applewood-smoked-uncured-bacon-regular,AFE2TZVBSKMTY55LDACSOH4N,North Country Thick Cut Applewood Smoked Uncured Bacon,Regular,NA,791545708758,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,14.00,N,N,8.2,0,N,4,N,N
#north-fielder-traditional-lager-regular,UZWZJC7PFJ4J6CARFWZJQTCT,North fielder Traditional Lager,Regular,NA,NA,NA,Beer,850025905008,visible,Physical good,NA,NA,NA,NA,14.00,N,NA,9.67,0,NA,NA,N,N
#norwegian-salmon-regular,C3LO34QNEAFIW7VDFNQFEIRM,Norwegian Salmon,Regular,NA,045404004513,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,N,Y,9.00,N,N,4.5,0,N,12,N,N
#nova-salmon-regular,QCWKGM7HBKX7WWSNQPIA2FDZ,Nova Salmon,Regular,NA,045404000454,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,9.00,N,NA,4.5,2,NA,NA,N,N
#nuri-spiced-mackeral-in-olive-oil-regular,7IYPP5RBW7BCWURPB36JGE6U,Nuri Spiced Mackeral In Olive Oil,Regular,NA,5601268100249,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,Y,Y,8.00,N,N,5.59,1,NA,NA,N,N
#nuri-spiced-sardines-in-olive-oil-regular,TYLM6DDJXFEVU6FTFZX5KMMX,Nuri Spiced Sardines In Olive Oil,Regular,NA,5601268100997,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,Y,Y,8.00,N,N,5.59,0,NA,NA,N,N
#nuri-spicy-sardine-pat--regular,6SO3CW3IFJHIFSBNLTC7LHHF,Nuri Spicy Sardine Paté,Regular,NA,5601268100560,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,N,Y,8.00,N,N,3.99,0,NA,NA,N,N
#omsom-soy-garlic-saucy-noodles-regular,YMP74WETXCMQ7SE7DRSGTLW5,OMSOM Soy Garlic Saucy Noodles,Regular,NA,NA,NA,FOOD,850013525584,visible,Physical good,NA,NA,NA,NA,8.00,N,NA,1.68,21,NA,NA,N,N
#oatmeal-cookies-sugarfina-regular,INB63KU6IAY3FPPSRKOG2QLR,Oatmeal Cookies Sugarfina,Regular,NA,840278164307,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,9.00,N,NA,6,25,NA,NA,N,N
#octopus-in-garlic-sauce-regular,L6P67RJ5ER2XBVDS532MASBA,Octopus In Garlic Sauce,Regular,NA,810032722050,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,Y,Y,15.00,N,N,7.32,1,NA,NA,N,N
#octopus-in-marinera-sauce-default,CZKWLJYOEMDUSYFOLGMATPSZ,Octopus in Marinera Sauce,default,NA,NAR-013,"La Narval
Octopus in Marinera Sauce
Pulpo en Salsa Marinera
Size: 3.88oz (110 g)
Ingredients: octopus, sunflower oil, spices, salt.
Product of Spain

Octopus tentacles in a special marinera sauce made with spices and oil.
Ideal for tapas.

Suggested recipe: marinera octopus salad.
Cut a tomato, half a red pepper, and half a green pepper into small dice. Add the octopus marinera and mix well. Dress with vinegar. Decorate with some capers.
Ingredients: octopus mariniére half a green pepper, half a red pepper, one tomato, vinegar, and capers.",FOOD,NA,visible,Physical good,NA,NA,NA,NA,14.80,N,N,NA,12,NA,NA,N,N
#oddbird-blancs-de-blanc-100-sparkling-chardonnay-wine-non-alcoholic-0-750ml-regular,VLMWPL6TQKSRLQJX6JAZCH3W,Oddbird Blancs de Blanc │││ 100% Sparkling Chardonnay Wine │││ Non-Alcoholic │││ 0%│ 750ml,Regular,NA,NA,NA,Alcohol-Free,7350067731113,visible,Prepared food and beverage,NA,NA,NA,NA,28.00,N,NA,18.67,0,NA,NA,N,N
#oddbird-rose-sparkling-rose-wine-non-alcoholic-0-750ml-regular,FRAQA6527NHUTAJS7IZLC3IC,Oddbird Rosé │││ Sparkling Rosé Wine │││ Non-Alcoholic│││ 0%│││750ml,Regular,NA,NA,NA,Alcohol-Free,7350067731137,visible,Prepared food and beverage,NA,NA,NA,NA,28.00,N,NA,18.67,0,NA,NA,N,N
#oishii-koyo-berries-regular,FU7BOQDRCUHEAGGXPULMVFYQ,Oishii Koyo Berries,Regular,NA,NA,NA,FOOD,860005478736,visible,Physical good,NA,NA,NA,NA,13.00,N,NA,8.92,5,NA,NA,N,N
#olasagasti-anchovies-regular,IIIDCFYMMS4WUS2YQAJFP5PV,Olasagasti Anchovies,Regular,NA,NA,NA,Tinned Fish,8425147990007,hidden,Prepared food and beverage,NA,NA,NA,Y,15.00,N,N,9,0,NA,NA,N,N
#olasagasti-bonito-del-norte-regular,6LXL5L4LLP6FZXK7OMYIOCH5,Olasagasti Bonito Del Norte,Regular,NA,NA,NA,Tinned Fish,8425147012365,hidden,Prepared food and beverage,NA,NA,N,Y,13.00,N,N,9,0,NA,NA,N,N
#olasagasti-tuna-belly-in-olive-oil-regular,2BYYW5CQBZCYX6O4JG5GQCRU,Olasagasti Tuna Belly in Olive Oil,Regular,NA,NA,NA,Tinned Fish,8425147516399,hidden,Prepared food and beverage,NA,NA,N,Y,24.00,N,N,16.5,0,NA,NA,N,N
